sigma_mem_y,f_mem,sigma_mem,E_mem,nu_mem,sigma_edg,sigma_sup,sigma_mem_max
10001.83018,0.383719825,3166.972462,746639.6633,0.390719452,341454.3005,401375.1573,4903.578921
11374.16655,0.522583185,3633.94418,647256.5636,0.406421895,366175.2446,518992.9763,5903.698113
13105.87181,0.406210618,3774.726129,606699.5681,0.383744984,381609.6967,335533.3494,5063.964314
11083.17574,0.401391429,4363.089546,547259.4427,0.415678496,280394.5879,356607.6283,5100.354209
12838.71788,0.374732648,3050.280186,633678.9694,0.389057799,327815.8554,384859.9973,4701.633638
10259.35417,0.410871487,3156.149395,626971.2413,0.41867387,356081.3267,439663.1494,5145.051685
12494.63808,0.416427722,3835.892872,439019.8422,0.399674356,349295.1092,467952.9749,5326.628989
10477.30384,0.226760114,3537.662685,550008.8435,0.387560272,325094.3841,416168.2441,4442.716366
9809.251115,0.251760334,4719.884802,590650.9063,0.396502672,328618.0529,438291.2491,5172.746994
12226.1961,0.337603924,3490.228621,570465.5066,0.387251864,294481.0852,440996.8822,4745.842859
11680.38566,0.772254311,3825.851525,562714.7327,0.414922308,315622.4904,368141.9099,6173.346595
12014.10427,0.33355832,4509.739486,612459.807,0.416881815,379998.4076,463290.7278,5483.811901
12832.83792,0.430521171,4181.3165,631796.1942,0.390256916,263341.2545,382396.221,5132.465586
9925.580701,0.291863786,3695.907222,489248.1634,0.402948491,387671.311,373146.7026,4797.66605
11495.64185,0.21465541,4252.987269,558600.7694,0.381647942,332240.948,400594.7288,4709.14736
11391.31699,0.299171103,4177.492502,665214.004,0.38506699,382434.1856,346960.1197,4917.272048
11695.05299,0.354569796,4258.238513,506714.892,0.393078673,276611.8634,432696.5309,5083.249512
12669.51846,0.320913252,3690.831599,575256.438,0.380793271,361960.5658,418483.532,4936.955214
11415.97007,0.244227304,3190.273746,569618.1197,0.393440175,401167.5507,387409.1204,4671.648267
11085.57753,0.841698955,4404.526683,601721.7347,0.386358932,304511.0508,434843.4957,6777.272864
11562.54394,0.273491753,3954.749615,498907.1629,0.40375681,346982.7984,485749.1059,5004.015452
12687.60065,0.300990537,3995.567491,584546.159,0.403848894,470647.3709,437450.8921,5506.13993
9989.677641,0.418307597,3481.732212,592045.5931,0.381926366,292643.5191,395953.5167,4873.923242
10733.75924,0.284386081,4619.333647,630826.1354,0.40441867,450647.384,364040.5411,5308.571077
10749.13946,0.2885153,3761.379258,543544.7709,0.388538264,412617.4929,450868.3704,5175.369223
11824.41109,0.351238027,5316.150763,589380.4763,0.386742148,308221.1781,384044.3951,5668.959321
10327.30017,0.583317451,4016.182523,657539.9007,0.408622954,369945.8069,331006.0795,5688.599953
11722.58301,0.282011097,5556.479596,564396.1954,0.395986782,370369.3197,441318.4827,5843.969522
10359.71639,0.409866262,3679.428469,504394.574,0.412433311,347625.9546,318043.9437,4868.268586
11026.33689,0.451921934,4822.763553,613944.6671,0.405781381,297119.6824,491609.0959,5882.746203
11224.19326,0.375005942,3751.436959,650809.6451,0.381286492,302285.9089,351757.0267,4747.940509
10839.04041,0.474066838,3096.437154,579444.8234,0.38044598,367098.6843,379542.5996,5153.594822
12295.79833,0.452668715,3848.178209,677936.3222,0.415958824,392943.4796,405294.993,5500.928595
9299.201631,0.372963567,4155.476302,732984.0388,0.390171963,389083.6021,394509.249,5314.184898
9219.741435,0.271548206,3416.354938,593526.5008,0.387926358,363726.2149,386927.8523,4633.886052
13269.07141,0.302820106,4235.566778,500141.9385,0.405714953,374388.9893,379868.2958,5010.190838
10113.63817,0.331774575,4554.186242,582097.347,0.385359592,306741.722,348793.6204,5054.438345
10763.62801,0.3523285,3753.289485,687157.2835,0.409778121,447433.1161,349248.4105,5243.911765
13000.66342,0.459112756,4352.086344,586520.2553,0.389426191,340037.1437,483843.5895,5743.597721
9832.882226,0.370348107,3343.710059,632568.4178,0.401328897,376568.7636,298609.2239,4700.342703
9242.525501,0.613584364,3721.114365,577142.6206,0.396025759,352259.6795,459719.2574,5964.419168
12901.40161,0.44806384,3645.637408,721621.6047,0.391180135,371377.5432,390677.979,5305.866043
11258.40863,0.308589132,4148.581095,480118.1245,0.415173732,393077.8907,420193.7124,5151.921895
10165.65674,0.680967193,3815.403543,585927.9382,0.4178512,319403.3079,388439.5798,5931.57384
12579.94273,0.485326467,4521.606661,574151.7656,0.413784175,369077.5982,359249.1004,5636.885128
10828.34024,0.395803701,5155.432788,616506.2282,0.38986764,434968.328,355098.894,5824.335049
9583.045079,0.37914836,4787.833689,588284.2446,0.392247271,416885.9322,431605.24,5759.05053
11744.65123,0.290070443,3961.156455,611637.8362,0.41975129,404680.0222,375061.1951,4973.692264
11452.13167,0.367744088,4126.386567,702281.8608,0.41281433,257352.0854,381901.1059,4896.821032
10091.11191,0.308200673,3254.133868,580164.213,0.418327024,354983.9202,373278.6629,4620.414794
10866.16557,0.267819978,3971.010969,575904.1381,0.398843233,288655.2432,489269.5287,4849.497826
10620.39654,0.569061465,4462.239376,578872.0496,0.415421533,366352.6731,333633.1666,5798.994686
11299.38413,0.547215453,3981.436919,645213.5855,0.393736344,454393.3757,347948.6877,5896.999008
11540.05735,0.341491123,3614.123783,688135.2422,0.411719508,330521.1379,325459.875,4608.330508
11912.82407,0.377756296,4245.355517,460422.0833,0.38596758,396414.3967,399295.0633,5355.069783
9378.771821,0.472083765,3850.964073,643170.7055,0.407293637,428516.7314,417304.4196,5744.052908
8834.548698,0.384462638,3375.409997,577901.8957,0.395146296,423133.8819,422952.244,5342.644154
12260.5573,0.33619417,3283.41129,597263.7838,0.405146321,279141.1219,376635.6498,4436.601438
10074.37404,0.286609792,4170.890079,692521.7302,0.398513473,284789.0099,383433.1778,4739.910572
10667.85496,0.507218442,3389.55141,533456.1649,0.400767525,289963.3448,386397.6824,5081.425552
11802.31426,0.660151638,4291.167826,510717.7708,0.397250093,326712.6818,409978.0102,6107.598192
9398.881976,0.306563825,4005.576786,570273.9177,0.405997494,301318.9481,328318.2063,4592.042334
9772.36063,0.345560399,3885.397082,483110.0131,0.382842016,362669.2989,392028.7249,4986.090287
10387.50202,0.338095923,4901.15933,603830.18,0.41909155,348645.8585,453360.3461,5583.105586
9653.671516,0.34097516,4095.410408,467089.2298,0.414434462,318861.2269,393560.9934,4941.948783
10904.41926,0.427825689,3317.939407,661451.1988,0.390620829,460448.9207,388846.1967,5564.836896
10242.53113,0.496939308,4050.985596,567893.7362,0.38475917,384815.7089,319977.0251,5425.250968
11984.61331,0.310359914,3273.85289,653942.895,0.408417155,337844.3126,461470.6084,4862.522492
12113.68664,0.364778746,4728.467841,639436.1672,0.394343859,438975.0765,423238.6644,5739.189979
10968.46685,0.573290509,4683.221534,554114.8261,0.395540963,421652.0879,385711.2091,6209.673941
9587.298886,0.505736963,3735.260183,660318.7977,0.40702815,339209.672,470431.1713,5641.798421
9531.335115,0.376570847,4086.23201,524733.1352,0.392130774,272684.1948,399754.4686,4969.054538
10916.02116,0.407428062,3682.368939,521351.395,0.396941129,409356.4567,290738.1853,4992.931061
12029.16928,0.436146292,3589.454861,536036.9678,0.415887045,387019.4673,417612.3684,5353.896227
9180.504571,0.455253742,4118.946952,608444.0527,0.403316153,243883.9835,426983.3219,5239.931966
10446.16889,0.421462319,4313.978373,752770.0243,0.418312458,340668.0919,411579.7608,5423.382634
8715.622386,0.400625974,3982.70223,520107.5584,0.405280546,338558.3616,478905.7049,5372.923961
9115.907964,0.275801109,4668.993226,638147.8924,0.395366124,363395.2453,381331.2195,5123.007419
10500.78647,0.359814857,2994.305318,518291.5658,0.400438529,345967.386,481075.6757,4983.472778
11483.59674,0.422377123,3915.750116,668505.7599,0.412329257,298810.8241,494469.0909,5377.741395
11610.23779,0.393874145,4211.103962,572983.3221,0.388246378,417870.2082,531614.1639,5885.622825
13606.35173,0.356695343,4078.859648,604926.9373,0.397635643,489312.0394,350383.4224,5497.650915
