sigma_mem_y,f_mem,sigma_mem,E_mem,nu_mem,sigma_edg,sigma_sup,sigma_mem_max
8557.312760746869,0.42561465733218246,3331.8380822042764,551426.3491288151,0.3947275100249965,343735.4314924431,361007.62890708115,4899.985554367697
9707.857143934036,0.176259096389527,4136.448280923877,552564.3693010905,0.41088180235356064,353094.30411407683,406655.7240191598,4592.99838691262
9717.580311405798,0.5997313562241335,3802.1783103694456,572086.7613411102,0.4035440660791883,406870.3382768261,355696.14157277904,5834.179661809805
11888.711234006805,0.40376953419395756,3434.551591992062,525951.1647375454,0.3883786138367127,410605.98366149934,389486.7244424582,5223.445908831884
9339.635719697548,0.37190731259460297,5687.862984909645,540797.5557488962,0.4019126952235386,368427.1655403112,394945.05193767045,6057.6970628067265
11330.561585247544,0.8314247312483939,3133.731528623676,585321.9628013555,0.4075303339415552,367640.08104819467,359947.90054833406,6290.295676581092
13057.113857201492,0.2648513225685476,3837.7077859781666,593289.350198072,0.3910343217438337,329850.9523618962,337424.5996808473,4475.330499546163
10517.510343478367,0.4057106357151439,4770.776249699835,529329.0838902073,0.40021043801126405,344686.7036008475,307815.5232045722,5358.843243497441
9493.530066218713,0.7148604886012799,4391.820061247943,566957.3767137496,0.3918232169467368,336609.54371058696,371586.51497609395,6263.728001582861
11010.749794509837,0.23091816176234953,3948.2188970618276,620516.8754316444,0.41710793321966005,305456.96151165105,435993.0018574015,4632.011879336114
11510.797798521035,0.36653890526158495,4031.198102056968,504014.5980329596,0.39388524330134295,271669.5038505846,343902.9103040665,4769.427475295235
11292.794126977335,0.3689818823400342,4191.250515752573,807904.6577458557,0.4000586244448855,377446.5800309323,640388.3440130063,6078.3681195425
11746.388641595311,0.2391852455568675,3730.895925723611,629945.0104429063,0.39142052705445557,397540.86595067725,454954.16009361396,5003.217342571795
13416.172898935973,0.49439283131476874,4228.140743354377,589963.849199642,0.4062184184478754,403011.82188493,448048.60750295053,5902.691938713657
9884.819571209498,0.4294504899031948,3398.971329561026,515564.5590909054,0.4136562354499285,375866.80324202875,408305.78288970364,5197.759282098214
11054.437500881044,0.48304851216343936,3672.3635308980474,609648.8809956465,0.3874321602147912,466166.94240446854,467684.7049014777,6051.741764472195
11238.684352480297,0.25838236410736026,3412.5747132988436,691683.7312558729,0.38955794396010096,334286.77678138,397090.02770461456,4513.475685299837
10425.389560821292,0.3054022795081239,3250.006892420845,538323.9231340525,0.3966168013697381,321622.9597216581,345377.0217287523,4363.267305740588
12344.346471597606,0.6262657058988947,3741.8067310385504,595070.268448234,0.3897986696594267,328739.00764216867,344579.96124449774,5630.943372342547
11466.435381759164,0.43355223916132724,5043.378555918471,517658.593753745,0.4076055091767969,390846.969285946,412693.15492926375,5932.974550684502
10779.414361135932,0.4329064347639638,4106.444663712797,775453.2052892924,0.38209351024712224,312401.1210524312,408596.9777228572,5291.051995406631
10582.63791853975,0.5895977811605776,4582.50848788265,581720.541267723,0.4021664957695811,360711.2149659833,503313.4312914008,6367.114055149724
10306.879267183387,0.2750690159994468,3566.858285712505,636347.6486173655,0.39243221598987854,443665.0770636307,375762.4888636408,5031.270440201134
10984.18083000712,0.5467211898701654,4126.595735949454,513590.7266819941,0.418746160548835,357947.6177771444,420682.44928947126,5795.789954468169
11941.887458526862,0.3974704878155477,3367.9846886821824,548671.4126682972,0.3877252836479448,323133.224203078,338362.6952464079,4690.976357582478
12374.144792878164,0.29586790803275004,3106.789753607262,560892.7417326877,0.41200478535803847,357309.08461701777,405945.6946489435,4660.854115032513
10539.487353184864,0.349231189708991,4815.011489677811,635405.1028679479,0.3861534509461791,295083.2142896068,444850.16176383203,5475.8143646955305
12093.261546468064,0.38819192432020777,3874.9883169604736,676266.4679489343,0.3830972050411484,355799.91991046607,475416.3760581672,5381.718389531186
10709.738393325977,0.242035137360366,3795.539186956496,708669.4331150599,0.4127173056628395,372565.60573820374,410841.24070470594,4779.439140905367
11660.110268103945,0.5333775224893058,3657.3370401416378,544704.3148703168,0.3949105840893702,300076.5554195626,452096.98577736283,5482.701034207796
11345.877029291343,0.3206539080097893,4453.029197134167,541891.3418895756,0.38562824382175176,394713.268386373,341066.05878415686,5117.437291249026
10786.575189335177,0.5143462529944725,4431.358200651932,600040.0544860904,0.3802211139141592,395753.90288042394,421827.69833798887,5950.403176596052
11431.668599001385,0.31384408578994405,3663.315074183679,540373.2960132691,0.41737625860264305,305594.00208830007,370006.48078027664,4569.538186764103
10459.538491156061,0.3271416009338171,3560.1872981391934,655118.974076605,0.3928306844380301,282827.50565283647,457718.0340457189,4773.076832768217
11157.527695970717,0.43799068150778037,3783.9562722233386,555270.8447018927,0.4172952043539023,318353.1507150201,522638.5417885242,5486.450564233044
9459.72618381105,0.5262082944388702,4199.428011727807,546335.1034879093,0.4114705252802472,391242.66138938477,409052.46378981066,5837.080874247479
11160.36714961465,0.538633602436185,3922.709271246558,538544.1097432893,0.38058166125279796,314508.8556032996,396766.7024511432,5497.468509246418
11398.577332714292,0.5621992041635073,4423.563603016842,626182.6965239196,0.4179795108040617,371920.7507880473,425944.642787364,6042.068186907308
9058.56063969789,0.29327382993372514,4058.8515143695986,615639.0086751817,0.41410871674949595,399295.1318420915,407382.46380383405,5089.419066668081
11272.636768421042,0.3032621884896909,4874.968391679958,716448.0049293482,0.4089556391773671,353865.3624405467,372423.90165394044,5267.882096944133
10804.243851198837,0.35914974489374296,3299.2205565604218,674938.3726305858,0.4095359485762498,274649.8950529582,398258.0108040909,4581.575364784826
10631.371872967882,0.33413698233417516,3572.883124160141,673306.2256103731,0.38088760942255845,386353.29075177247,429179.80195521825,5120.309083938361
10213.531243307832,0.5278255208066787,3526.724366094059,704598.4661749451,0.4104963723518477,323557.2449157327,378147.4697417178,5329.90079422997
12761.370275088288,0.5015658547759725,4322.760720611103,599323.785964326,0.40963752035497514,293780.9569211568,413723.13518583536,5561.3449486879335
11218.107502494559,0.3615323761649508,5239.128494255505,683718.3897552727,0.38343152433955735,358860.96471544035,414313.5859706823,5786.098866939138
10370.97825027176,0.44012379576437743,3473.0907729529285,591320.4473610941,0.3987373355580763,287313.64293088194,510574.5110815633,5251.275710605096
13920.111592666139,0.556071258058736,3459.7918263586944,583899.8253133498,0.39755634877254553,364721.892237452,431091.6255847019,5654.352926579121
10520.390998036628,0.6972911095768173,3904.036543296285,656256.7232676978,0.3869340028223883,352015.3669973645,465438.1280940369,6353.125905862293
12634.980073667955,0.3440766689157929,3895.7251729180707,621480.2235632562,0.3981173452754808,297048.4721877271,499300.9889103836,5117.024161176589
11143.701219447275,0.4427884177648959,4867.686236333159,644103.9259088967,0.41097823841286824,405270.0555987671,353749.44092660834,5741.816759641224
10404.444487025552,0.36256782513520314,3926.5983050636005,568336.0620023177,0.4192413330618607,383493.42724688875,500905.7782446253,5479.9268647720855
11644.157314687473,0.5178215055990755,3604.0518772428095,652022.2796888545,0.38871823876087375,300714.9538445594,436684.0535232524,5403.166160384177
11882.292075136535,0.621044411261029,3869.05270832459,682786.6329242287,0.4099748809227576,316668.9181528201,390820.7512357592,5764.68215709033
11127.168733941699,0.3474218834252401,3437.58914904135,557510.2713729092,0.41326991628416837,479328.35787538113,369320.3429926008,5324.378838322475
12140.753239258189,0.5381469901727702,3907.2431424536044,549487.0091954801,0.4008195525144775,432514.5552248867,365646.9060556836,5784.893326632984
10602.637504993236,0.2609858431102135,4399.316378263464,619496.1689204383,0.39574925846978964,419362.94697867497,463013.19533687923,5349.2460609529535
11068.367163682831,0.2094172227740687,4358.931107040015,553433.3132635374,0.4016894426867543,359809.02053772967,311606.4128682857,4580.625052043861
10288.011506516115,0.34301517652738606,3446.2424787921223,531930.2816575833,0.40679880078188096,247853.94895576025,415531.8854769386,4515.506444941733
7540.794694792772,0.41433739302975536,4380.086339058715,602758.5711875735,0.381201129878965,327139.9564176112,402126.9782783067,5371.669767750213
10886.724162156454,0.4891791615380079,3581.9346477257795,534687.522851535,0.4014905490170105,426528.7913603226,457423.14537594665,5799.042053533393
10699.901268327123,0.3147329840575577,5110.327651358238,522843.40334721695,0.4031346768227335,303742.3392523395,403026.87756523787,5461.684722462596
13468.5247779737,0.33094287315101933,4748.997491966795,597515.8118630924,0.4091887534715246,337243.7395518445,352630.97878513625,5208.482636887231
11324.957971632528,0.29455678658979173,4271.139499109261,598285.2046135605,0.3993955562293114,262270.12428810267,323861.6331148672,4630.318735370466
12150.245497515605,0.47062882438343173,4689.095089941428,607485.3909606254,0.3840595140923046,350481.5876051343,353008.00754825544,5628.378763942988
10126.838824836575,0.46579166368042146,4579.3762341260635,556308.5060833457,0.41454162408393286,307933.99449387053,428373.81106258265,5645.170652207436
10963.010665555534,0.3888322829122563,5084.87010949425,545120.5774396554,0.3830009759074692,345632.36725937965,443828.75346511934,5824.902328293829
10025.185173638867,0.2777475314335195,3711.4529197536212,617876.9501170983,0.3858193596370392,285921.91120324744,380389.824095329,4460.045981379128
11188.035750590501,0.4171069795232316,3226.5095056426203,561609.2051906667,0.38361988489185617,354158.2789545162,472770.18908201787,5238.556470464876
10001.830184353046,0.38371982485423256,3166.9724616934564,746639.6632700587,0.3907194523865666,341454.3005339911,401375.1572907575,4903.578921209011
11374.166551955703,0.522583184522759,3633.9441804026624,647256.5635566824,0.40642189506759735,366175.2446256894,518992.9763227152,5903.698113254087
13105.871808950993,0.4062106176283962,3774.726129451763,606699.5681495199,0.3837449840464023,381609.69670083537,335533.3494281046,5063.964313905257
11083.175740809429,0.4013914285731663,4363.089545844302,547259.4427467982,0.41567849643960114,280394.58793789544,356607.62825469585,5100.354209435021
12838.71787674481,0.37473264812204904,3050.2801863658506,633678.9693577884,0.3890577990338196,327815.8554165603,384859.99725675385,4701.633638367496
10259.354167502182,0.4108714872067665,3156.1493953012928,626971.2413477318,0.41867387029216424,356081.32671882905,439663.1493523288,5145.05168532806
12494.638076723544,0.4164277219173175,3835.8928717596173,439019.84220505046,0.3996743563679597,349295.10921873036,467952.9748918746,5326.628989233783
10477.303844836211,0.22676011372614452,3537.6626853220255,550008.8435250667,0.38756027206716465,325094.3841162438,416168.2441292977,4442.716366421997
9809.251114580205,0.2517603342245323,4719.884801812618,590650.9062653175,0.39650267209148243,328618.05288288667,438291.2491198219,5172.746994127825
12226.196097518756,0.337603924405419,3490.2286210843054,570465.5066057236,0.3872518644985825,294481.0851743455,440996.88224229624,4745.842859018085
11680.385658600622,0.7722543106108203,3825.851524555206,562714.73270769,0.4149223075115027,315622.4903516666,368141.9098874487,6173.346594745553
12014.104274629859,0.333558319767432,4509.739486361084,612459.8070168355,0.41688181514784595,379998.4075670388,463290.72784739174,5483.811901415902
12832.837917498315,0.4305211708838219,4181.316500223186,631796.1942210719,0.39025691641527666,263341.25452717196,382396.22095230396,5132.465586331282
9925.580700564089,0.29186378610002145,3695.9072215418337,489248.16339776997,0.40294849140246913,387671.3110109158,373146.7026308666,4797.666050174409
11495.641850411906,0.2146554104480758,4252.98726878358,558600.7693967333,0.38164794172178407,332240.94798996265,400594.7287525089,4709.1473595088055
11391.316994718649,0.2991711026458074,4177.4925023968135,665214.0039881718,0.3850669901312995,382434.1855557043,346960.1197092151,4917.272047964565
11695.052990577971,0.354569795895267,4258.238513441127,506714.8920430329,0.393078673180348,276611.8633667519,432696.53091484087,5083.2495119025225
12669.518461159112,0.32091325170258883,3690.8315991232885,575256.437987309,0.38079327052959,361960.56581756944,418483.5319778173,4936.955213828018
11415.970069917186,0.24422730423872951,3190.27374631817,569618.1196558395,0.39344017522397395,401167.55072065955,387409.12041210063,4671.648267092603
11085.57752702375,0.8416989547687102,4404.5266825143735,601721.7347152085,0.38635893158130474,304511.050769196,434843.4957120268,6777.272863863842
11562.543943501432,0.27349175262099357,3954.7496152363274,498907.1629029884,0.4037568098619328,346982.7983777575,485749.1059010941,5004.01545194475
12687.600645239138,0.30099053678497734,3995.567490606777,584546.1589782094,0.4038488939316887,470647.37089088745,437450.8920849167,5506.139929992816
9989.677640681859,0.41830759659649475,3481.732212358787,592045.5930764024,0.3819263658138273,292643.5191005638,395953.51666214503,4873.923242045257
10733.75923855174,0.284386081340338,4619.3336472505425,630826.135432314,0.40441866972251506,450647.3839757076,364040.54105054773,5308.571077253864
10749.139461534673,0.28851529978553003,3761.3792577913327,543544.7709427493,0.3885382642665909,412617.4929057776,450868.3704317337,5175.369223107018
11824.411090914877,0.35123802733538684,5316.150763089995,589380.4763132482,0.38674214796536127,308221.17805604555,384044.39510777034,5668.959320713285
10327.300170149054,0.5833174511787831,4016.18252269941,657539.900712019,0.40862295410930416,369945.8068614886,331006.07954565284,5688.599952953705
11722.583011845963,0.28201109746160036,5556.479595531026,564396.1954154803,0.3959867820153768,370369.31966226536,441318.48267248744,5843.969521649734
10359.716389090398,0.409866261540703,3679.4284686932456,504394.57399120793,0.4124333111382903,347625.9545692687,318043.9436937248,4868.268586047745
11026.336891489133,0.45192193447166923,4822.763553145529,613944.6671199531,0.40578138076154946,297119.6824428225,491609.09590299724,5882.746202785043
11224.193257809105,0.37500594196613596,3751.4369592594817,650809.6451087139,0.3812864916203786,302285.9088879184,351757.02669495257,4747.940509073057
10839.040405149723,0.4740668379337116,3096.43715421256,579444.8233919471,0.3804459800423371,367098.6842935429,379542.5996003599,5153.5948221519
12295.79832637442,0.45266871466506786,3848.178209497425,677936.3221540032,0.4159588236274837,392943.47956524335,405294.99299684365,5500.928594671471
9299.201631167129,0.3729635671318935,4155.476302271769,732984.0388067056,0.3901719628477061,389083.60210390366,394509.2490472012,5314.1848983655655
9219.741434807109,0.2715482063265185,3416.354938334016,593526.5007626995,0.3879263584698534,363726.21490644803,386927.85234607203,4633.886052190465
13269.071411838993,0.30282010617676125,4235.5667782670735,500141.93851266935,0.4057149530737396,374388.9892824391,379868.2957533448,5010.190838376634
10113.638169572623,0.33177457540096594,4554.186242159197,582097.3470437588,0.38535959219668625,306741.7220331622,348793.6204324596,5054.438344682043
10763.628010401426,0.35232850006046335,3753.2894850505345,687157.2835369171,0.4097781212713594,447433.1160663289,349248.410525937,5243.911764598365
13000.663424132477,0.45911275569515164,4352.08634423112,586520.2552831485,0.38942619134189893,340037.1436842921,483843.5894511867,5743.597721471182
9832.8822261601,0.37034810683826763,3343.71005855479,632568.417816274,0.4013288972750296,376568.76359336555,298609.2238604242,4700.342703474461
9242.525501226826,0.6135843643100276,3721.1143645924317,577142.6205507531,0.3960257590364293,352259.67945279105,459719.2573733483,5964.419167776596
12901.401605608771,0.4480638402027259,3645.6374081418603,721621.6047418781,0.3911801349687679,371377.543238832,390677.9789681546,5305.866043294061
11258.408625032074,0.3085891322061992,4148.581095051702,480118.1244748748,0.4151737322416564,393077.8907435925,420193.7123595403,5151.921895459254
10165.656735799128,0.6809671926164436,3815.403542699158,585927.9381775967,0.4178512003910333,319403.3079141575,388439.57979489496,5931.573839735345
12579.942732442132,0.48532646682851693,4521.606661406423,574151.7656242576,0.4137841750855048,369077.5982023626,359249.1004426119,5636.885128381195
10828.34024149482,0.39580370121310887,5155.432787907473,616506.2281879929,0.3898676396717502,434968.3280403372,355098.8939838139,5824.335049142457
9583.04507870496,0.37914836036985833,4787.833689473671,588284.2446390295,0.39224727110166124,416885.93223997124,431605.2400375711,5759.050530419383
11744.651226748238,0.29007044327437387,3961.1564550471535,611637.8362099857,0.41975128955836544,404680.02219249564,375061.19512953935,4973.692263977314
11452.13166801903,0.3677440882840731,4126.386567448492,702281.8608477906,0.41281432979917365,257352.08542047846,381901.1059294576,4896.821031884674
10091.111907942675,0.30820067338043394,3254.1338676277496,580164.2129690035,0.41832702406229305,354983.9202255745,373278.66290352284,4620.414794461457
10866.165568250586,0.2678199776815723,3971.010968605461,575904.1380559495,0.3988432328133529,288655.2431830143,489269.52873574424,4849.497826031253
10620.39654148142,0.569061464762369,4462.23937589899,578872.0496400162,0.4154215334328743,366352.6731184724,333633.1665676324,5798.994686142153
11299.384125926517,0.5472154532560648,3981.4369185555856,645213.585453458,0.3937363436221137,454393.37572324724,347948.6877099111,5896.999008036361
11540.05734833717,0.34149112333664655,3614.123782849188,688135.2422308949,0.41171950752034026,330521.1378890569,325459.87503988086,4608.330507764337
11912.824071961102,0.37775629623153906,4245.355516556566,460422.0832619181,0.3859675803059177,396414.3967433061,399295.0633421176,5355.069783360626
9378.771821286758,0.47208376483961223,3850.96407319902,643170.7055492548,0.4072936371199127,428516.73138844065,417304.4195913409,5744.052907969122
8834.54869804345,0.38446263827621896,3375.409997484935,577901.895696031,0.3951462963727985,423133.88190829405,422952.2440260249,5342.644154472861
12260.55730468689,0.3361941702558901,3283.4112901159306,597263.7837992578,0.40514632109936594,279141.1218672276,376635.6498024963,4436.601438422229
10074.374044852388,0.2866097916961199,4170.890078862428,692521.7301900485,0.39851347334033155,284789.00993469777,383433.1777959362,4739.910571698683
10667.854956921068,0.5072184415785406,3389.5514095218036,533456.1648695805,0.40076752529171245,289963.34476040036,386397.68240721023,5081.425552298409
11802.314261031337,0.6601516383145298,4291.167825811255,510717.77084123075,0.3972500928483275,326712.6818481848,409978.01021123823,6107.598192307514
9398.881976471537,0.3065638253770664,4005.5767859409643,570273.917742381,0.40599749383190925,301318.94813454035,328318.2063085276,4592.04233435901
9772.360630267754,0.34556039917400394,3885.3970822830006,483110.0130814004,0.38284201633391046,362669.2989052518,392028.72494904033,4986.090287329732
10387.502016081307,0.338095923052509,4901.159329968651,603830.1800057902,0.41909155049118063,348645.85847336956,453360.34614131984,5583.10558561303
9653.67151636467,0.34097516010482776,4095.410407581528,467089.2298057661,0.4144344622945817,318861.2268756108,393560.99337525695,4941.948782860826
10904.419263067866,0.42782568895515505,3317.9394069057516,661451.198778075,0.39062082913761653,460448.92066676915,388846.19671245676,5564.836896055398
10242.53112753718,0.4969393079421592,4050.985595608417,567893.7361558175,0.38475917013216065,384815.7088504646,319977.0250827317,5425.250967839311
11984.613312736437,0.3103599143944484,3273.8528896332296,653942.8949574032,0.40841715461131894,337844.3125805898,461470.6083846572,4862.522491788768
12113.68663764569,0.364778745881205,4728.46784112087,639436.1671512136,0.39434385889140894,438975.0765154826,423238.6644066684,5739.1899791666965
10968.466852844804,0.5732905085343476,4683.221534303929,554114.8261083987,0.39554096275093625,421652.0879356373,385711.2091007542,6209.67394127152
9587.29888555434,0.5057369629226833,3735.260183131995,660318.7977138283,0.407028149997173,339209.67204914766,470431.17126556055,5641.798421328813
9531.335114505358,0.3765708466329254,4086.2320100687657,524733.1351588187,0.39213077397469465,272684.19482075644,399754.46862437075,4969.054537853452
10916.02116355378,0.40742806152522437,3682.3689394018843,521351.39497176284,0.39694112910409285,409356.4566974559,290738.1852685955,4992.93106079242
12029.169276752278,0.43614629188860365,3589.454861146011,536036.9677533165,0.41588704521967196,387019.4673321333,417612.3683830246,5353.896227296265
9180.504571172825,0.4552537422690019,4118.946951673319,608444.0526871952,0.4033161526966015,243883.98347617924,426983.3219381323,5239.93196632099
10446.168890863553,0.421462319428382,4313.978372680358,752770.0242691427,0.4183124583598842,340668.0918556615,411579.760796784,5423.382633745376
8715.622386016132,0.40062597406277245,3982.7022301368816,520107.5584360211,0.405280546157614,338558.36162482336,478905.70491652854,5372.923960611846
9115.907963749964,0.27580110878503517,4668.9932257182145,638147.892393781,0.3953661235060534,363395.24525720114,381331.21946459723,5123.007418654584
10500.786474117003,0.35981485740949254,2994.30531785418,518291.5657608565,0.40043852892196674,345967.385957792,481075.67573109805,4983.472777683211
11483.596736571744,0.42237712321743315,3915.750115552839,668505.7598628395,0.4123292565296662,298810.8241255479,494469.0909423312,5377.741395439232
11610.237790169698,0.39387414527452147,4211.103962185648,572983.3221188834,0.3882463780761809,417870.20818050165,531614.1638883557,5885.622824572807
13606.351730636226,0.3566953429469424,4078.859648395535,604926.9372849336,0.3976356427984465,489312.03939957253,350383.42242526554,5497.650914529444
